Case,Inlet Velocity ,Density,Kinematic Viscosity ,Bifurcation Type,D1 (m),D2 (m),I (m),A1,A2,A3,Angle (X1),Angle (X2),Reynlods Number,Particle Density,Particle Diameter,D1/D2,I/D1,I/D2,SIx_1,SIy_1,SIz_1,Q1,SIx_2,SIy_2,SIz_2,Q2,Q1/Q2,V1,V2,,,,,,
297,0.36,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,130,0,9.05E+02,1100,0.0006,4,1,4,7.38E-06,1.61E-05,7.73E-09,1.7682E-05,1.60E-07,-3.40E-07,2.90E-09,3.75918E-07,47.03689712,0.351771517,0.119658069,,,,,,
298,0.36,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,130,0,6.79E+02,1100,0.0006,0.666666667,1.5,1,1.09E-06,2.33E-06,7.42E-09,2.57298E-06,3.18E-06,-6.87E-06,-1.34E-08,7.56874E-06,0.339948446,0.204750914,0.267688844,,,,,,
299,0.36,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,130,0,4.53E+02,1100,0.0006,0.5,2,1,2.18E-07,4.65E-07,4.06E-09,5.13165E-07,1.71E-06,-3.59E-06,4.75E-09,3.97116E-06,0.129222987,0.163345094,0.316014002,,,,,,
300,0.36,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,130,0,2.26E+02,1100,0.0006,1.333333333,1,1.333333333,3.38E-07,7.31E-07,-1.65E-09,8.05352E-07,1.31E-07,-2.79E-07,-1.18E-10,3.08741E-07,2.608503107,0.256350986,0.174711345,,,,,,
301,0.212,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,90,0,5.33E+02,1150,0.0006,1,1,1,3.69E-06,3.85E-06,2.79E-09,5.33325E-06,3.66E-06,-3.83E-06,5.99E-10,5.29965E-06,1.006339211,0.106101315,0.105432953,,,,,,
302,0.212,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,90,0,5.33E+02,1150,0.0006,0.75,1.333333333,1,2.38E-06,2.42E-06,-3.31E-10,3.38981E-06,5.05E-06,-5.19E-06,7.87E-10,7.24098E-06,0.468142876,0.119889878,0.144054432,,,,,,
303,0.212,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,90,0,5.33E+02,1150,0.0006,0.5,2,1,9.72E-07,9.76E-07,2.86E-10,1.37748E-06,6.48E-06,-6.60E-06,7.69E-10,9.24941E-06,0.148926828,0.109616507,0.18401068,,,,,,
304,0.212,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,90,0,5.33E+02,1150,0.0006,0.25,4,1,1.01E-07,1.01E-07,-2.89E-10,1.42692E-07,7.37E-06,-7.46E-06,-3.14E-09,1.04853E-05,0.013608725,0.045420137,0.208598428,,,,,,
305,0.212,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,90,0,5.33E+02,1150,0.0006,1.333333333,1,1.333333333,5.10E-06,5.18E-06,2.53E-08,7.26753E-06,2.36E-06,-2.40E-06,-2.27E-08,3.371E-06,2.155895884,0.144582543,0.119224511,,,,,,
306,0.212,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,90,0,5.33E+02,1150,0.0006,2,1,2,6.55E-06,6.56E-06,6.99E-10,9.27361E-06,9.65E-07,-9.69E-07,-5.13E-09,1.36772E-06,6.780357252,0.184492264,0.108839259,,,,,,
307,0.212,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,90,0,5.33E+02,1150,0.0006,4,1,4,7.37E-06,7.46E-06,-1.07E-09,1.04857E-05,1.02E-07,-1.00E-07,-6.88E-11,1.42839E-07,73.4093245,0.208606827,0.045467102,,,,,,
308,0.212,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,90,0,4.00E+02,1150,0.0006,0.666666667,1.5,1,1.01E-06,1.02E-06,-8.29E-09,1.44062E-06,3.21E-06,-3.20E-06,1.44E-08,4.52901E-06,0.318086138,0.114640269,0.160180606,,,,,,
309,0.212,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,90,0,2.67E+02,1150,0.0006,0.5,2,1,1.79E-07,1.79E-07,1.01E-09,2.52924E-07,1.69E-06,-1.68E-06,2.62E-09,2.38571E-06,0.106016218,0.080507896,0.189848067,,,,,,
310,0.212,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,90,0,1.33E+02,1150,0.0006,1.333333333,1,1.333333333,1.20E-07,-1.22E-07,2.00E-09,1.71193E-07,3.44E-07,3.43E-07,-9.42E-10,4.85623E-07,0.352522715,0.054492361,0.274805862,,,,,,
311,0.212,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,70,0,5.33E+02,1150,0.0006,1,1,1,4.33E-06,3.12E-06,-1.04E-09,5.33396E-06,4.28E-06,-3.14E-06,1.05E-08,5.30709E-06,1.005062473,0.106115438,0.105580937,,,,,,
312,0.212,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,70,0,5.33E+02,1150,0.0006,0.75,1.333333333,1,2.70E-06,1.93E-06,5.07E-09,3.31684E-06,5.95E-06,-4.27E-06,-1.04E-08,7.32202E-06,0.452994887,0.117308795,0.145666539,,,,,,
313,0.212,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,70,0,5.33E+02,1150,0.0006,0.5,2,1,1.04E-06,7.28E-07,1.23E-09,1.26835E-06,7.62E-06,-5.45E-06,3.45E-09,9.36615E-06,0.135418272,0.100931724,0.186333282,,,,,,
314,0.212,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,70,0,5.33E+02,1150,0.0006,0.25,4,1,1.07E-07,7.70E-08,-1.43E-09,1.31976E-07,8.55E-06,-6.11E-06,-3.99E-09,1.0503E-05,0.012565542,0.042009043,0.208949609,,,,,,
315,0.212,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,70,0,5.33E+02,1150,0.0006,1.333333333,1,1.333333333,5.97E-06,4.25E-06,6.68E-09,7.32713E-06,2.70E-06,-1.93E-06,1.40E-08,3.31349E-06,2.211304103,0.145768273,0.117190393,,,,,,
316,0.212,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,70,0,5.33E+02,1150,0.0006,2,1,2,7.63E-06,5.44E-06,-1.14E-09,9.36991E-06,1.04E-06,-7.23E-07,-2.86E-09,1.26622E-06,7.39993082,0.186407979,0.100762012,,,,,,
317,0.212,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,70,0,5.33E+02,1150,0.0006,4,1,4,8.55E-06,6.11E-06,4.81E-09,1.05024E-05,1.09E-07,-7.56E-08,3.54E-10,1.32401E-07,79.32282253,0.208938444,0.04214443,,,,,,
318,0.212,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,70,0,4.00E+02,1150,0.0006,0.666666667,1.5,1,1.14E-06,8.08E-07,6.49E-09,1.39466E-06,3.74E-06,-2.64E-06,-2.43E-08,4.58015E-06,0.304501867,0.110983643,0.161989363,,,,,,
319,0.212,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,70,0,2.67E+02,1150,0.0006,0.5,2,1,1.89E-07,1.29E-07,-3.25E-09,2.28532E-07,1.97E-06,-1.39E-06,-1.14E-09,2.41038E-06,0.094811669,0.072743944,0.191811687,,,,,,
320,0.212,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,70,0,1.33E+02,1150,0.0006,1.333333333,1,1.333333333,4.01E-07,2.78E-07,3.17E-09,4.87695E-07,1.38E-07,-9.83E-08,-1.16E-09,1.69619E-07,2.875234249,0.155237791,0.09598463,,,,,,
321,0.212,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,50,0,5.33E+02,1150,0.0006,1,1,1,4.78E-06,2.38E-06,1.25E-08,5.33521E-06,4.74E-06,-2.37E-06,1.12E-08,5.30438E-06,1.005812363,0.106140422,0.10552706,,,,,,
322,0.212,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,50,0,5.33E+02,1150,0.0006,0.75,1.333333333,1,2.83E-06,1.37E-06,6.83E-09,3.148E-06,6.73E-06,-3.29E-06,-1.26E-09,7.48972E-06,0.420309467,0.111337427,0.149002836,,,,,,
323,0.212,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,50,0,5.33E+02,1150,0.0006,0.5,2,1,1.06E-06,5.05E-07,-7.21E-09,1.17282E-06,8.53E-06,-4.10E-06,-5.16E-09,9.46411E-06,0.123923345,0.093330152,0.188282022,,,,,,
324,0.212,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,50,0,5.33E+02,1150,0.0006,0.25,4,1,9.92E-08,4.66E-08,1.27E-09,1.09612E-07,9.50E-06,-4.53E-06,-1.30E-09,1.05249E-05,0.010414577,0.03489058,0.20938549,,,,,,
325,0.212,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,50,0,5.33E+02,1150,0.0006,1.333333333,1,1.333333333,6.74E-06,3.29E-06,3.95E-10,7.49684E-06,2.83E-06,-1.36E-06,-3.26E-09,3.14156E-06,2.38634224,0.149144545,0.111109736,,,,,,
326,0.212,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,50,0,5.33E+02,1150,0.0006,2,1,2,8.54E-06,4.11E-06,-8.37E-09,9.47323E-06,1.06E-06,-4.87E-07,-1.54E-09,1.16688E-06,8.118404725,0.188463549,0.09285743,,,,,,
327,0.212,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,50,0,5.33E+02,1150,0.0006,4,1,4,9.50E-06,4.53E-06,2.32E-09,1.05258E-05,9.96E-08,-4.55E-08,4.08E-10,1.09528E-07,96.10133492,0.209403021,0.034863702,,,,,,
328,0.212,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,50,0,4.00E+02,1150,0.0006,0.666666667,1.5,1,1.16E-06,5.57E-07,-5.36E-09,1.28945E-06,4.23E-06,-2.02E-06,-2.98E-09,4.68186E-06,0.275413125,0.102610533,0.165586449,,,,,,
329,0.212,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,50,0,2.67E+02,1150,0.0006,0.5,2,1,1.92E-07,8.88E-08,5.41E-10,2.11478E-07,2.20E-06,-1.03E-06,3.18E-10,2.42669E-06,0.087146811,0.067315518,0.193109528,,,,,,
330,0.212,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,50,0,1.33E+02,1150,0.0006,1.333333333,1,1.333333333,4.49E-07,2.10E-07,5.65E-10,4.95097E-07,1.45E-07,-6.81E-08,1.25E-10,1.60628E-07,3.082255508,0.157593747,0.090896638,,,,,,
331,0.212,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,110,0,5.33E+02,1150,0.0006,1,1,1,2.97E-06,4.41E-06,1.55E-08,5.31752E-06,2.98E-06,-4.41E-06,1.76E-08,5.32088E-06,0.999368623,0.10578847,0.105855305,,,,,,
332,0.212,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,110,0,5.33E+02,1150,0.0006,0.75,1.333333333,1,1.95E-06,2.78E-06,3.90E-09,3.39838E-06,4.10E-06,-5.97E-06,1.70E-08,7.23981E-06,0.469402366,0.120192956,0.144031097,,,,,,
333,0.212,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,110,0,5.33E+02,1150,0.0006,0.5,2,1,8.00E-07,1.15E-06,-1.61E-09,1.4016E-06,5.26E-06,-7.59E-06,1.30E-08,9.23772E-06,0.151725828,0.11153559,0.183778186,,,,,,
334,0.212,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,110,0,5.33E+02,1150,0.0006,0.25,4,1,9.16E-08,1.29E-07,9.15E-10,1.58165E-07,6.00E-06,-8.59E-06,1.16E-08,1.04772E-05,0.01509614,0.050345299,0.208436146,,,,,,
335,0.212,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,110,0,5.33E+02,1150,0.0006,1.333333333,1,1.333333333,4.10E-06,5.97E-06,2.07E-09,7.24129E-06,1.93E-06,-2.79E-06,-7.83E-09,3.39583E-06,2.13240742,0.144060499,0.120102543,,,,,,
336,0.212,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,110,0,5.33E+02,1150,0.0006,2,1,2,5.28E-06,7.58E-06,1.59E-08,9.24005E-06,8.00E-07,-1.15E-06,6.21E-09,1.399E-06,6.60476097,0.183824558,0.111328515,,,,,,
337,0.212,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,110,0,5.33E+02,1150,0.0006,4,1,4,6.00E-06,8.59E-06,2.64E-09,1.04753E-05,8.93E-08,-1.30E-07,-1.16E-09,1.57496E-07,66.51177279,0.208399264,0.050132301,,,,,,
338,0.212,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,110,0,4.00E+02,1150,0.0006,0.666666667,1.5,1,8.42E-07,1.20E-06,4.61E-09,1.46805E-06,2.59E-06,-3.69E-06,-5.17E-09,4.50739E-06,0.325698369,0.116823362,0.159415886,,,,,,
339,0.212,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,110,0,2.67E+02,1150,0.0006,0.5,2,1,1.48E-07,2.13E-07,-7.18E-10,2.59307E-07,1.36E-06,-1.95E-06,2.80E-09,2.38103E-06,0.108905279,0.082539777,0.189476071,,,,,,
340,0.212,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,110,0,1.33E+02,1150,0.0006,1.333333333,1,1.333333333,2.77E-07,3.97E-07,-2.04E-10,4.84107E-07,9.73E-08,-1.42E-07,-1.02E-09,1.72354E-07,2.808787781,0.154095615,0.097532381,,,,,,
341,0.212,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,130,0,5.33E+02,1150,0.0006,1,1,1,2.17E-06,4.84E-06,-3.32E-09,5.30704E-06,2.17E-06,-4.87E-06,1.96E-08,5.3325E-06,0.995225978,0.105580038,0.106086497,,,,,,
342,0.212,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,130,0,5.33E+02,1150,0.0006,0.75,1.333333333,1,1.43E-06,3.08E-06,-2.99E-09,3.39911E-06,3.00E-06,-6.59E-06,-8.24E-09,7.24233E-06,0.469339217,0.120218613,0.144081226,,,,,,
343,0.212,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,130,0,5.33E+02,1150,0.0006,0.5,2,1,5.71E-07,1.24E-06,1.11E-08,1.36956E-06,3.86E-06,-8.42E-06,4.96E-09,9.26306E-06,0.147851589,0.108985696,0.184282254,,,,,,
344,0.212,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,130,0,5.33E+02,1150,0.0006,0.25,4,1,7.23E-08,1.53E-07,-1.80E-09,1.69605E-07,4.42E-06,-9.49E-06,1.12E-09,1.04663E-05,0.016204854,0.053986765,0.208219884,,,,,,
345,0.212,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,130,0,5.33E+02,1150,0.0006,1.333333333,1,1.333333333,2.98E-06,6.59E-06,8.50E-09,7.23732E-06,1.43E-06,-3.09E-06,-2.22E-09,3.40197E-06,2.127393324,0.143981541,0.120319633,,,,,,
346,0.212,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,130,0,5.33E+02,1150,0.0006,2,1,2,3.86E-06,8.43E-06,4.26E-09,9.27113E-06,5.62E-07,-1.24E-06,-9.24E-09,1.36306E-06,6.801692087,0.184442826,0.108468789,,,,,,
347,0.212,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,130,0,5.33E+02,1150,0.0006,4,1,4,4.40E-06,9.49E-06,5.72E-10,1.04624E-05,7.33E-08,-1.55E-07,2.04E-09,1.71231E-07,61.10096693,0.208142212,0.054504463,,,,,,
348,0.212,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,130,0,4.00E+02,1150,0.0006,0.666666667,1.5,1,6.28E-07,1.34E-06,6.20E-09,1.47734E-06,1.89E-06,-4.08E-06,-9.85E-09,4.49602E-06,0.328588386,0.117562756,0.159013878,,,,,,
349,0.212,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,130,0,2.67E+02,1150,0.0006,0.5,2,1,1.14E-07,2.42E-07,3.56E-09,2.67714E-07,1.02E-06,-2.14E-06,5.77E-09,2.37333E-06,0.112801156,0.085215797,0.188862862,,,,,,
350,0.212,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,130,0,1.33E+02,1150,0.0006,1.333333333,1,1.333333333,2.02E-07,4.38E-07,-1.97E-09,4.82346E-07,7.36E-08,-1.57E-07,-1.51E-10,1.73818E-07,2.77500417,0.153535214,0.09836075,,,,,,
351,0.3,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,90,0,7.54E+02,1150,0.0006,1,1,1,5.20E-06,5.47E-06,2.17E-09,7.54945E-06,5.17E-06,-5.43E-06,9.39E-10,7.49547E-06,1.007202157,0.150191283,0.149117317,,,,,,
352,0.3,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,90,0,7.54E+02,1150,0.0006,0.75,1.333333333,1,3.44E-06,3.50E-06,-1.31E-09,4.90459E-06,7.05E-06,-7.29E-06,1.13E-09,1.01378E-05,0.483791354,0.173463806,0.201684859,,,,,,
353,0.3,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,90,0,7.54E+02,1150,0.0006,0.5,2,1,1.46E-06,1.47E-06,5.82E-10,2.07406E-06,9.07E-06,-9.27E-06,3.78E-09,1.29628E-05,0.160000813,0.165048249,0.257886579,,,,,,
354,0.3,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,90,0,7.54E+02,1150,0.0006,0.25,4,1,1.72E-07,1.73E-07,-1.41E-11,2.4379E-07,1.04E-05,-1.05E-05,-4.11E-09,1.47947E-05,0.016478153,0.077600612,0.294331433,,,,,,
355,0.3,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,90,0,7.54E+02,1150,0.0006,1.333333333,1,1.333333333,7.14E-06,7.26E-06,3.03E-08,1.01832E-05,3.42E-06,-3.47E-06,-3.11E-08,4.87132E-06,2.090438436,0.202587943,0.172287467,,,,,,
356,0.3,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,90,0,7.54E+02,1150,0.0006,2,1,2,9.20E-06,9.20E-06,-2.70E-09,1.301E-05,1.44E-06,-1.45E-06,-4.29E-09,2.04928E-06,6.348560917,0.258825012,0.163076335,,,,,,
357,0.3,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,90,0,7.54E+02,1150,0.0006,4,1,4,1.04E-05,1.05E-05,-4.33E-09,1.47946E-05,1.75E-07,-1.72E-07,2.83E-10,2.4523E-07,60.32929216,0.294327571,0.078058949,,,,,,
358,0.3,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,90,0,5.66E+02,1150,0.0006,0.666666667,1.5,1,1.48E-06,1.48E-06,-1.32E-08,2.09391E-06,4.50E-06,-4.48E-06,1.89E-08,6.35279E-06,0.329604105,0.166627365,0.224683509,,,,,,
359,0.3,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,90,0,3.77E+02,1150,0.0006,0.5,2,1,2.79E-07,2.79E-07,1.33E-09,3.95091E-07,2.37E-06,-2.35E-06,2.51E-09,3.33811E-06,0.11835781,0.125761108,0.265637536,,,,,,
360,0.3,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,90,0,1.89E+02,1150,0.0006,1.333333333,1,1.333333333,1.75E-07,-1.77E-07,2.58E-09,2.48395E-07,4.83E-07,4.80E-07,-1.58E-09,6.80901E-07,0.364803341,0.079066344,0.385310038,,,,,,
361,0.3,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,70,0,7.54E+02,1150,0.0006,1,1,1,6.12E-06,4.41E-06,-5.26E-09,7.53768E-06,6.06E-06,-4.45E-06,1.88E-08,7.52189E-06,1.002099156,0.149956989,0.149642865,,,,,,
362,0.3,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,70,0,7.54E+02,1150,0.0006,0.75,1.333333333,1,3.92E-06,2.81E-06,7.25E-09,4.82428E-06,8.32E-06,-5.95E-06,-1.70E-08,1.02299E-05,0.471586053,0.170623778,0.203517204,,,,,,
363,0.3,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,70,0,7.54E+02,1150,0.0006,0.5,2,1,1.56E-06,1.09E-06,4.54E-10,1.90476E-06,1.07E-05,-7.63E-06,5.62E-09,1.31438E-05,0.14491706,0.15157543,0.261486518,,,,,,
364,0.3,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,70,0,7.54E+02,1150,0.0006,0.25,4,1,1.81E-07,1.30E-07,-2.19E-09,2.22846E-07,1.21E-05,-8.59E-06,-3.80E-09,1.48257E-05,0.015031031,0.070933898,0.29494774,,,,,,
365,0.3,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,70,0,7.54E+02,1150,0.0006,1.333333333,1,1.333333333,8.36E-06,5.94E-06,1.67E-08,1.02555E-05,3.91E-06,-2.78E-06,1.91E-08,4.80234E-06,2.135532005,0.204027177,0.169847598,,,,,,
366,0.3,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,70,0,7.54E+02,1150,0.0006,2,1,2,1.07E-05,7.63E-06,-4.31E-10,1.31515E-05,1.56E-06,-1.09E-06,-5.15E-09,1.89925E-06,6.924534592,0.261639243,0.151137518,,,,,,
367,0.3,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,70,0,7.54E+02,1150,0.0006,4,1,4,1.21E-05,8.59E-06,6.51E-09,1.48242E-05,1.84E-07,-1.28E-07,9.99E-10,2.24221E-07,66.11426857,0.294917041,0.071371472,,,,,,
368,0.3,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,70,0,5.66E+02,1150,0.0006,0.666666667,1.5,1,1.65E-06,1.18E-06,6.50E-09,2.02831E-06,5.26E-06,-3.70E-06,-3.51E-08,6.42626E-06,0.31562857,0.161407384,0.227281754,,,,,,
369,0.3,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,70,0,3.77E+02,1150,0.0006,0.5,2,1,2.91E-07,1.99E-07,-4.48E-09,3.5257E-07,2.76E-06,-1.95E-06,-5.92E-10,3.38083E-06,0.104284808,0.112226125,0.269037569,,,,,,
370,0.3,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,70,0,1.89E+02,1150,0.0006,1.333333333,1,1.333333333,5.62E-07,3.90E-07,3.64E-09,6.84322E-07,2.00E-07,-1.42E-07,-1.52E-09,2.45569E-07,2.786675372,0.217826051,0.138963554,,,,,,
371,0.3,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,50,0,7.54E+02,1150,0.0006,1,1,1,6.78E-06,3.35E-06,2.07E-08,7.55955E-06,6.71E-06,-3.33E-06,1.26E-08,7.49587E-06,1.008496195,0.150392155,0.149125158,,,,,,
372,0.3,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,50,0,7.54E+02,1150,0.0006,0.75,1.333333333,1,4.10E-06,1.98E-06,1.27E-08,4.55586E-06,9.43E-06,-4.61E-06,5.90E-10,1.0497E-05,0.434014342,0.161130312,0.208831349,,,,,,
373,0.3,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,50,0,7.54E+02,1150,0.0006,0.5,2,1,1.59E-06,7.59E-07,-6.46E-09,1.75917E-06,1.20E-05,-5.76E-06,-5.33E-09,1.32921E-05,0.132346619,0.13998959,0.264437412,,,,,,
374,0.3,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,50,0,7.54E+02,1150,0.0006,0.25,4,1,1.66E-07,7.74E-08,2.03E-09,1.83195E-07,1.34E-05,-6.41E-06,-2.61E-09,1.48651E-05,0.012323805,0.05831262,0.29573162,,,,,,
375,0.3,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,50,0,7.54E+02,1150,0.0006,1.333333333,1,1.333333333,9.45E-06,4.61E-06,-1.43E-09,1.0517E-05,4.09E-06,-1.95E-06,-2.21E-09,4.53648E-06,2.318309782,0.209227746,0.160444665,,,,,,
376,0.3,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,50,0,7.54E+02,1150,0.0006,2,1,2,1.20E-05,5.77E-06,-7.36E-09,1.33044E-05,1.59E-06,-7.32E-07,-6.22E-10,1.75193E-06,7.594134225,0.264681857,0.139413842,,,,,,
377,0.3,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,50,0,7.54E+02,1150,0.0006,4,1,4,1.34E-05,6.41E-06,2.47E-09,1.48664E-05,1.67E-07,-7.60E-08,6.86E-10,1.8343E-07,81.04652789,0.295756001,0.0583874,,,,,,
378,0.3,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,50,0,5.66E+02,1150,0.0006,0.666666667,1.5,1,1.68E-06,8.09E-07,-6.36E-09,1.86868E-06,5.94E-06,-2.83E-06,-2.70E-09,6.58045E-06,0.283974155,0.148704272,0.23273522,,,,,,
